CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,CustomerStatus,ComplainReceived,WarehouseToHomeRange,TenureRange,CashbackAmountRange
51733,0,13,Mobile Phone,3,8,E wallet,Female,2,3,Laptop & Accessory,4,Married,8,0,12,0,1,3,157,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
51734,0,15,Mobile Phone,1,16,Debit Card,Female,3,3,Mobile Phone,5,Married,4,0,16,0,1,2,126,Retained,No,Close distance,2 Years,Moderate Cashback Amount
51735,0,10,Mobile Phone,1,16,Debit Card,Male,2,3,Laptop & Accessory,4,Single,3,1,12,0,1,1,142,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
51736,0,16,Mobile Phone,1,18,Debit Card,Male,2,4,Grocery,4,Married,2,0,11,3,3,9,243,Retained,No,Close distance,2 Years,High Cashback Amount
51737,0,13,Mobile Phone,1,8,Credit Card,Female,3,4,Laptop & Accessory,3,Married,7,0,22,1,1,0,134,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
51738,0,27,Mobile Phone,1,11,Credit Card,Male,2,3,Others,5,Married,5,0,16,1,1,2,294,Retained,No,Close distance,more than 2 years,High Cashback Amount
51739,0,7,Computer,3,10,E wallet,Female,3,3,Laptop & Accessory,3,Married,10,0,15,0,1,2,165,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
51740,0,4,Mobile Phone,1,13,Credit Card,Female,2,3,Laptop & Accessory,5,Married,2,0,12,3,3,12,143,Retained,No,Close distance,6 Months,Moderate Cashback Amount
51741,0,10,Computer,1,27,Credit Card,Male,3,3,Mobile Phone,1,Married,8,0,20,1,1,2,123,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
51742,0,16,Mobile Phone,1,14,UPI,Female,3,3,Laptop & Accessory,3,Married,5,1,14,1,1,2,145,Retained,Yes,Close distance,2 Years,Moderate Cashback Amount
51743,0,0,Mobile Phone,3,10,Debit Card,Female,3,4,Laptop & Accessory,1,Single,2,1,11,0,1,3,145,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
51744,0,10,Computer,1,31,Credit Card,Female,3,3,Laptop & Accessory,3,Married,4,1,15,4,10,7,144,Retained,Yes,Far distance,1 Year,Moderate Cashback Amount
51745,0,10,Mobile Phone,1,6,Debit Card,Male,3,4,Mobile Phone,5,Married,2,0,12,3,3,2,122,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
51746,0,12,Computer,1,6,Debit Card,Male,2,3,Others,3,Married,2,1,14,0,1,6,292,Retained,Yes,Very close distance,1 Year,High Cashback Amount
51747,0,29,Computer,3,12,Debit Card,Female,2,1,Grocery,5,Married,10,0,11,6,3,7,232,Retained,No,Close distance,more than 2 years,High Cashback Amount
51748,0,3,Mobile Phone,3,18,Cash on Delivery,Female,2,3,Laptop & Accessory,3,Single,1,0,11,3,4,4,166,Retained,No,Close distance,6 Months,Moderate Cashback Amount
51749,0,14,Mobile Phone,3,6,E wallet,Male,2,1,Fashion,5,Married,2,0,16,1,1,7,184,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
51750,0,1,Mobile Phone,1,23,Credit Card,Male,3,3,Laptop & Accessory,5,Married,2,0,12,0,1,8,146,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
51751,1,0,Mobile Phone,1,9,Credit Card,Male,3,3,Mobile Phone,5,Married,6,0,13,1,1,2,140,Churned,No,Very close distance,6 Months,Moderate Cashback Amount
51752,0,25,Mobile Phone,1,9,Credit Card,Male,2,4,Fashion,3,Married,3,1,14,1,1,4,180,Retained,Yes,Very close distance,more than 2 years,Moderate Cashback Amount
51753,0,18,Mobile Phone,1,16,Debit Card,Male,3,3,Mobile Phone,1,Married,4,0,21,0,1,2,127,Retained,No,Close distance,2 Years,Moderate Cashback Amount
51754,0,25,Mobile Phone,1,10,Debit Card,Female,1,3,Grocery,1,Married,3,0,13,2,1,4,266,Retained,No,Very close distance,more than 2 years,High Cashback Amount
51755,0,15,Computer,1,35,Debit Card,Female,3,3,Laptop & Accessory,3,Married,3,0,11,1,1,2,146,Retained,No,Far distance,2 Years,Moderate Cashback Amount
51756,0,3,Mobile Phone,1,8,Debit Card,Female,2,5,Laptop & Accessory,1,Single,3,0,20,1,1,2,161,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
51757,0,30,Mobile Phone,1,13,Debit Card,Female,2,3,Others,5,Married,6,0,16,1,11,10,296,Retained,No,Close distance,more than 2 years,High Cashback Amount
51758,0,19,Mobile Phone,1,24,Credit Card,Female,2,3,Laptop & Accessory,3,Married,3,0,14,1,1,8,148,Retained,No,Moderate distance,2 Years,Moderate Cashback Amount
51759,0,15,Computer,1,34,Cash on Delivery,Female,2,4,Laptop & Accessory,1,Married,1,0,11,0,1,4,145,Retained,No,Far distance,2 Years,Moderate Cashback Amount
51760,1,0,Mobile Phone,3,6,Cash on Delivery,Female,3,3,Mobile Phone,4,Single,2,1,16,0,1,4,132,Churned,Yes,Very close distance,6 Months,Moderate Cashback Amount
51761,1,0,Computer,3,16,E wallet,Female,2,5,Mobile Phone,3,Married,1,0,16,0,1,0,124,Churned,No,Close distance,6 Months,Moderate Cashback Amount
51762,0,10,Computer,1,8,Debit Card,Male,2,3,Mobile Phone,1,Married,2,1,23,1,1,0,117,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
51763,0,13,Mobile Phone,3,8,Debit Card,Female,3,3,Others,3,Married,1,0,14,2,1,12,280,Retained,No,Very close distance,2 Years,High Cashback Amount
51764,0,0,Mobile Phone,1,29,Debit Card,Female,3,3,Mobile Phone,1,Married,2,0,22,0,1,2,129,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
51765,0,10,Computer,1,9,Debit Card,Male,2,3,Mobile Phone,1,Married,5,0,15,1,1,4,121,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
51766,0,2,Mobile Phone,1,9,Credit Card,Male,3,4,Fashion,3,Married,2,0,18,0,1,5,219,Retained,No,Very close distance,6 Months,High Cashback Amount
51767,1,0,Mobile Phone,1,16,Cash on Delivery,Female,3,4,Mobile Phone,4,Married,6,0,16,1,1,1,125,Churned,No,Close distance,6 Months,Moderate Cashback Amount
51768,1,0,Mobile Phone,2,16,Cash on Delivery,Male,2,4,Mobile Phone,1,Single,2,0,12,0,1,0,126,Churned,No,Close distance,6 Months,Moderate Cashback Amount
51769,0,3,Computer,3,28,UPI,Female,3,3,Fashion,5,Married,1,0,11,3,7,8,184,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
51770,0,30,Mobile Phone,3,35,E wallet,Male,2,4,Grocery,1,Married,4,0,12,1,3,0,241,Retained,No,Far distance,more than 2 years,High Cashback Amount
51771,0,23,Mobile Phone,1,35,Debit Card,Male,2,4,Grocery,3,Married,1,0,15,2,15,7,270,Retained,No,Far distance,2 Years,High Cashback Amount
51772,0,3,Computer,1,16,Credit Card,Female,2,3,Mobile Phone,1,Single,1,0,14,1,6,7,126,Retained,No,Close distance,6 Months,Moderate Cashback Amount
51773,0,30,Computer,3,34,E wallet,Female,3,4,Fashion,5,Married,5,0,19,3,13,11,203,Retained,No,Far distance,more than 2 years,High Cashback Amount
51774,0,20,Mobile Phone,1,8,Credit Card,Female,3,3,Laptop & Accessory,1,Married,6,0,13,0,1,4,151,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
51775,0,19,Mobile Phone,1,8,Debit Card,Male,2,3,Grocery,3,Married,7,0,13,2,1,1,279,Retained,No,Very close distance,2 Years,High Cashback Amount
51776,0,8,Mobile Phone,1,28,Debit Card,Male,2,5,Mobile Phone,3,Single,1,0,15,1,4,3,142,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
51777,0,27,Mobile Phone,1,5,Debit Card,Female,2,3,Laptop & Accessory,3,Single,8,0,11,0,1,0,138,Retained,No,Very close distance,more than 2 years,Moderate Cashback Amount
51778,0,7,Mobile Phone,1,8,Debit Card,Male,3,4,Mobile Phone,3,Married,4,0,12,3,5,7,128,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
51779,0,5,Mobile Phone,3,16,E wallet,Female,3,4,Fashion,1,Married,3,1,19,0,1,2,191,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
51780,0,4,Mobile Phone,1,15,Debit Card,Male,2,3,Fashion,4,Married,2,0,25,0,1,8,206,Retained,No,Close distance,6 Months,High Cashback Amount
51781,1,0,Mobile Phone,1,21,Credit Card,Male,2,3,Fashion,3,Married,8,1,12,3,3,7,236,Churned,Yes,Moderate distance,6 Months,High Cashback Amount
51782,1,0,Mobile Phone,1,16,Credit Card,Male,2,5,Mobile Phone,1,Married,8,0,13,0,1,3,134,Churned,No,Close distance,6 Months,Moderate Cashback Amount
51783,0,3,Mobile Phone,3,13,E wallet,Male,3,3,Mobile Phone,4,Single,1,0,14,0,1,2,130,Retained,No,Close distance,6 Months,Moderate Cashback Amount
51784,0,8,Mobile Phone,1,22,Debit Card,Male,3,3,Fashion,3,Married,5,1,12,0,1,0,176,Retained,Yes,Moderate distance,1 Year,Moderate Cashback Amount
51785,1,0,Computer,1,26,Debit Card,Male,3,3,Fashion,3,Married,4,0,12,1,1,0,198,Churned,No,Moderate distance,6 Months,Moderate Cashback Amount
51786,1,0,Computer,2,29,UPI,Female,2,3,Fashion,5,Married,10,1,15,1,1,2,200,Churned,Yes,Moderate distance,6 Months,Moderate Cashback Amount
51787,0,10,Computer,1,11,UPI,Male,3,3,Mobile Phone,3,Married,5,0,17,0,2,0,121,Retained,No,Close distance,1 Year,Moderate Cashback Amount
51788,0,9,Computer,3,16,Credit Card,Male,2,3,Fashion,1,Single,2,0,14,8,9,7,200,Retained,No,Close distance,1 Year,Moderate Cashback Amount
51789,1,0,Computer,1,10,Cash on Delivery,Male,3,4,Mobile Phone,3,Single,6,0,16,0,1,2,139,Churned,No,Very close distance,6 Months,Moderate Cashback Amount
51790,0,21,Mobile Phone,3,8,E wallet,Female,2,3,Laptop & Accessory,1,Married,3,0,14,6,6,7,141,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
51791,0,28,Mobile Phone,3,24,Debit Card,Female,2,3,Grocery,4,Single,4,0,23,2,7,8,268,Retained,No,Moderate distance,more than 2 years,High Cashback Amount
51792,0,14,Computer,3,16,Debit Card,Male,2,3,Laptop & Accessory,1,Single,8,0,14,0,1,10,162,Retained,No,Close distance,2 Years,Moderate Cashback Amount
51793,0,8,Mobile Phone,3,6,E wallet,Male,2,3,Laptop & Accessory,3,Married,10,0,11,0,6,9,147,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
51794,0,13,Mobile Phone,1,12,Debit Card,Female,3,3,Grocery,3,Single,8,0,15,4,3,13,232,Retained,No,Close distance,2 Years,High Cashback Amount
51795,0,12,Computer,1,14,Debit Card,Female,2,3,Mobile Phone,3,Married,2,0,11,1,1,7,138,Retained,No,Close distance,1 Year,Moderate Cashback Amount
51796,0,4,Mobile Phone,3,8,Debit Card,Male,3,3,Laptop & Accessory,1,Single,5,1,13,1,1,5,166,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
51797,0,15,Mobile Phone,1,30,Credit Card,Male,2,3,Fashion,5,Married,2,1,21,5,5,8,174,Retained,Yes,Moderate distance,2 Years,Moderate Cashback Amount
51798,0,18,Mobile Phone,3,8,UPI,Male,3,3,Laptop & Accessory,4,Married,1,0,19,3,3,7,148,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
51799,1,0,Computer,2,23,Debit Card,Female,3,3,Mobile Phone,3,Married,1,1,11,0,1,0,127,Churned,Yes,Moderate distance,6 Months,Moderate Cashback Amount
51800,0,2,Mobile Phone,1,25,Cash on Delivery,Male,2,3,Laptop & Accessory,1,Married,5,0,12,1,1,2,143,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
51801,0,6,Mobile Phone,1,6,Credit Card,Female,3,1,Grocery,3,Married,5,0,19,2,1,5,262,Retained,No,Very close distance,6 Months,High Cashback Amount
51802,0,4,Mobile Phone,3,13,Debit Card,Male,2,4,Fashion,1,Married,10,0,21,1,1,5,216,Retained,No,Close distance,6 Months,High Cashback Amount
51803,1,10,Computer,3,11,E wallet,Male,3,3,Mobile Phone,4,Single,2,1,14,1,1,0,119,Churned,Yes,Close distance,1 Year,Moderate Cashback Amount
51804,0,13,Computer,3,34,UPI,Male,2,5,Fashion,5,Married,4,0,15,0,1,5,209,Retained,No,Far distance,2 Years,High Cashback Amount
51805,0,14,Computer,1,8,UPI,Female,3,4,Laptop & Accessory,3,Single,3,1,17,0,1,7,168,Retained,Yes,Very close distance,2 Years,Moderate Cashback Amount
51806,0,0,Mobile Phone,3,35,Credit Card,Male,2,3,Laptop & Accessory,3,Married,6,0,12,0,1,0,143,Retained,No,Far distance,6 Months,Moderate Cashback Amount
51807,0,8,Mobile Phone,3,6,Credit Card,Female,3,3,Laptop & Accessory,3,Single,2,0,16,1,1,3,149,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
51808,0,7,Mobile Phone,3,27,Debit Card,Male,3,1,Laptop & Accessory,1,Single,2,0,12,0,5,7,153,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
51809,1,0,Mobile Phone,1,16,Cash on Delivery,Male,3,5,Mobile Phone,1,Single,2,1,18,0,1,0,123,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
51810,0,10,Mobile Phone,1,6,Cash on Delivery,Female,2,3,Fashion,1,Single,5,0,17,1,1,2,175,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
51811,0,19,Computer,1,24,Credit Card,Female,2,3,Fashion,3,Married,6,0,11,0,1,2,205,Retained,No,Moderate distance,2 Years,High Cashback Amount
51812,0,14,Mobile Phone,3,8,Debit Card,Female,3,3,Grocery,5,Married,8,0,16,2,11,8,266,Retained,No,Very close distance,2 Years,High Cashback Amount
51813,0,10,Computer,3,15,Credit Card,Male,3,3,Fashion,4,Married,2,0,13,1,7,7,188,Retained,No,Close distance,1 Year,Moderate Cashback Amount
51814,0,25,Mobile Phone,1,12,Cash on Delivery,Male,3,3,Laptop & Accessory,5,Married,4,1,12,2,6,9,156,Retained,Yes,Close distance,more than 2 years,Moderate Cashback Amount
51815,1,0,Computer,3,17,UPI,Male,2,1,Laptop & Accessory,3,Married,9,0,12,1,1,2,147,Churned,No,Close distance,6 Months,Moderate Cashback Amount
51816,0,0,Computer,3,16,Credit Card,Male,2,3,Mobile Phone,1,Married,1,0,13,1,2,1,124,Retained,No,Close distance,6 Months,Moderate Cashback Amount
51817,0,11,Mobile Phone,1,16,Credit Card,Female,3,3,Laptop & Accessory,3,Married,4,0,19,0,1,0,198,Retained,No,Close distance,1 Year,Moderate Cashback Amount
51818,0,10,Mobile Phone,1,6,Debit Card,Female,3,3,Laptop & Accessory,4,Married,7,0,12,4,4,3,164,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
51819,0,22,Mobile Phone,1,24,Debit Card,Male,2,4,Others,3,Married,2,1,16,1,1,9,295,Retained,Yes,Moderate distance,2 Years,High Cashback Amount
51820,0,0,Mobile Phone,1,29,Credit Card,Male,3,1,Mobile Phone,1,Married,2,1,11,0,1,4,127,Retained,Yes,Moderate distance,6 Months,Moderate Cashback Amount
51821,0,0,Mobile Phone,3,34,E wallet,Male,3,3,Laptop & Accessory,4,Married,2,0,20,0,1,4,163,Retained,No,Far distance,6 Months,Moderate Cashback Amount
51822,0,10,Mobile Phone,1,23,UPI,Male,3,4,Mobile Phone,4,Married,2,0,21,1,1,0,121,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
51823,0,23,Computer,2,9,Credit Card,Male,3,3,Others,4,Married,2,0,11,2,10,7,282,Retained,No,Very close distance,2 Years,High Cashback Amount
51824,0,10,Mobile Phone,3,19,Credit Card,Male,2,3,Mobile Phone,3,Married,2,0,11,1,1,6,121,Retained,No,Close distance,1 Year,Moderate Cashback Amount
51825,1,0,Computer,1,13,Debit Card,Female,3,3,Mobile Phone,3,Married,2,1,16,0,1,2,129,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
51826,1,10,Computer,3,18,Debit Card,Male,3,4,Mobile Phone,5,Married,2,0,18,1,1,0,120,Churned,No,Close distance,1 Year,Moderate Cashback Amount
51827,0,7,Mobile Phone,1,6,Debit Card,Male,2,4,Mobile Phone,1,Married,2,1,13,1,1,3,136,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
51828,1,0,Mobile Phone,3,19,Credit Card,Male,2,3,Laptop & Accessory,5,Married,3,0,17,0,1,2,142,Churned,No,Close distance,6 Months,Moderate Cashback Amount
51829,0,8,Mobile Phone,1,31,UPI,Male,2,4,Laptop & Accessory,1,Single,5,0,14,1,1,2,137,Retained,No,Far distance,1 Year,Moderate Cashback Amount
51830,0,4,Mobile Phone,3,12,Credit Card,Male,3,1,Laptop & Accessory,1,Married,5,0,22,5,5,7,155,Retained,No,Close distance,6 Months,Moderate Cashback Amount
51831,0,10,Mobile Phone,1,12,Credit Card,Female,3,4,Mobile Phone,3,Married,1,0,12,0,1,3,122,Retained,No,Close distance,1 Year,Moderate Cashback Amount
51832,0,10,Mobile Phone,3,8,E wallet,Male,3,3,Laptop & Accessory,3,Married,5,1,11,0,1,0,196,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
51833,0,0,Mobile Phone,1,6,Debit Card,Female,3,4,Mobile Phone,4,Single,2,0,13,0,1,0,128,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
51834,0,15,Mobile Phone,1,8,Debit Card,Female,2,3,Laptop & Accessory,1,Married,2,0,13,0,2,2,141,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
51835,0,16,Mobile Phone,1,12,UPI,Male,2,4,Grocery,1,Married,5,1,14,2,1,0,266,Retained,Yes,Close distance,2 Years,High Cashback Amount
51836,0,11,Mobile Phone,1,16,Debit Card,Female,2,3,Mobile Phone,5,Single,4,0,17,0,1,0,126,Retained,No,Close distance,1 Year,Moderate Cashback Amount
51837,0,16,Computer,1,15,Credit Card,Male,3,3,Laptop & Accessory,3,Married,4,1,13,1,4,7,157,Retained,Yes,Close distance,2 Years,Moderate Cashback Amount
51838,0,21,Mobile Phone,1,6,Debit Card,Female,2,4,Grocery,5,Married,8,0,11,0,3,2,254,Retained,No,Very close distance,2 Years,High Cashback Amount
51839,0,17,Mobile Phone,2,6,Debit Card,Female,2,4,Laptop & Accessory,3,Single,5,0,11,1,1,2,160,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
51840,0,7,Mobile Phone,3,16,Cash on Delivery,Female,2,3,Mobile Phone,3,Married,2,1,18,1,1,6,126,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
51841,1,0,Mobile Phone,3,8,E wallet,Male,3,3,Mobile Phone,5,Married,1,0,11,1,1,2,130,Churned,No,Very close distance,6 Months,Moderate Cashback Amount
51842,0,0,Mobile Phone,3,28,Cash on Delivery,Male,2,3,Mobile Phone,3,Single,2,0,11,0,1,2,134,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
51843,0,17,Mobile Phone,1,9,UPI,Male,2,3,Others,1,Married,5,1,16,0,1,1,295,Retained,Yes,Very close distance,2 Years,High Cashback Amount
51844,0,0,Mobile Phone,1,12,Credit Card,Male,3,3,Mobile Phone,3,Married,1,0,20,1,2,2,128,Retained,No,Close distance,6 Months,Moderate Cashback Amount
51845,0,6,Mobile Phone,3,14,E wallet,Male,2,3,Laptop & Accessory,3,Married,1,0,12,0,1,2,171,Retained,No,Close distance,6 Months,Moderate Cashback Amount
51846,0,5,Mobile Phone,1,15,Debit Card,Female,3,3,Laptop & Accessory,1,Married,2,1,12,1,1,5,163,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
51847,0,10,Computer,1,9,Credit Card,Female,3,3,Mobile Phone,3,Married,2,0,20,1,1,0,121,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
51848,0,26,Mobile Phone,3,6,Credit Card,Female,2,3,Laptop & Accessory,5,Single,8,0,20,4,8,10,184,Retained,No,Very close distance,more than 2 years,Moderate Cashback Amount
51849,0,7,Mobile Phone,1,6,Debit Card,Male,3,3,Mobile Phone,1,Married,2,0,12,1,8,8,127,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
51850,1,8,Computer,3,32,Debit Card,Female,3,3,Laptop & Accessory,5,Married,3,0,14,0,1,0,143,Churned,No,Far distance,1 Year,Moderate Cashback Amount
51851,0,0,Mobile Phone,1,12,Debit Card,Female,3,3,Mobile Phone,1,Married,2,1,13,0,1,2,56,Retained,Yes,Close distance,6 Months,Low Cashback Amount
51852,0,10,Mobile Phone,1,9,UPI,Male,2,3,Fashion,3,Married,2,0,15,7,7,8,194,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
51853,0,2,Mobile Phone,3,9,Credit Card,Female,3,3,Laptop & Accessory,3,Married,2,0,14,0,1,2,156,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
51854,0,8,Mobile Phone,1,12,Debit Card,Male,2,5,Laptop & Accessory,1,Single,2,0,13,0,11,8,166,Retained,No,Close distance,1 Year,Moderate Cashback Amount
51855,0,6,Computer,1,12,Debit Card,Male,1,3,Laptop & Accessory,1,Married,4,0,23,3,4,7,177,Retained,No,Close distance,6 Months,Moderate Cashback Amount
51856,0,27,Mobile Phone,2,25,Credit Card,Male,2,3,Fashion,4,Married,3,0,15,2,7,1,207,Retained,No,Moderate distance,more than 2 years,High Cashback Amount
51857,0,9,Mobile Phone,1,15,Credit Card,Male,2,4,Laptop & Accessory,4,Married,3,1,11,0,1,2,188,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
51858,0,10,Mobile Phone,1,9,Credit Card,Male,2,4,Mobile Phone,1,Single,1,0,13,1,1,1,120,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
51859,1,0,Mobile Phone,1,16,Credit Card,Male,2,3,Mobile Phone,3,Single,2,1,11,1,1,1,110,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
51860,1,0,Computer,1,9,Debit Card,Male,3,3,Mobile Phone,5,Single,2,1,11,5,9,7,133,Churned,Yes,Very close distance,6 Months,Moderate Cashback Amount
51861,0,10,Computer,1,9,Debit Card,Male,2,4,Mobile Phone,3,Married,2,0,18,1,1,0,113,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
51862,0,0,Mobile Phone,1,10,Credit Card,Male,3,1,Mobile Phone,5,Married,3,0,16,0,1,2,128,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
51863,0,0,Mobile Phone,3,14,Debit Card,Male,2,1,Laptop & Accessory,4,Married,1,0,22,1,1,2,149,Retained,No,Close distance,6 Months,Moderate Cashback Amount
51864,0,11,Mobile Phone,3,13,E wallet,Female,2,4,Laptop & Accessory,1,Single,1,0,20,1,1,5,140,Retained,No,Close distance,1 Year,Moderate Cashback Amount
51865,0,2,Computer,1,6,Debit Card,Male,3,5,Mobile Phone,1,Married,2,0,18,0,2,8,127,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
51866,0,21,Mobile Phone,3,8,E wallet,Male,2,1,Laptop & Accessory,4,Married,4,0,12,0,2,2,181,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
51867,0,0,Computer,3,9,Credit Card,Female,3,1,Laptop & Accessory,1,Married,2,1,20,1,1,4,146,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
51868,0,10,Mobile Phone,1,16,Debit Card,Male,3,1,Mobile Phone,1,Single,4,0,17,1,1,0,147,Retained,No,Close distance,1 Year,Moderate Cashback Amount
51869,0,23,Mobile Phone,1,34,Credit Card,Male,3,1,Mobile Phone,3,Married,2,1,11,0,3,8,132,Retained,Yes,Far distance,2 Years,Moderate Cashback Amount
51870,0,7,Mobile Phone,1,15,Credit Card,Female,2,4,Fashion,4,Single,2,0,14,4,7,7,186,Retained,No,Close distance,1 Year,Moderate Cashback Amount
